Id,target
176,-41.65154240475099
177,-109.1824178202974
178,-50.82997036352518
179,-207.09702697270836
180,16.48484456091076
181,-165.01051844918317
182,-65.9066370528017
183,186.20516845465656
184,-147.23173683796304
185,-3.041541848794083
186,-184.52135013169325
187,-207.9622538112561
188,-27.332305234006878
189,208.20990138673116
190,199.32930931202023
191,85.24832247272205
192,161.95693772648661
193,92.82760696398607
194,-70.07133362633972
195,-8.432625195084947
196,-114.4632070524086
197,74.78742764721201
198,183.60261999210584
199,-109.16319030108033
200,117.62723609469647
201,-62.31192116803624
202,80.90537158147615
203,119.8903633125341
204,125.38592757437016
205,60.27530651589662
206,-119.58723524923731
207,59.759932008574005
208,-215.69443563492928
209,-98.11650094932577
210,111.21203841130954
211,-75.08870592453913
212,46.25237971250127
213,25.085574376267015
214,-46.28489324339269
215,-110.06227529996889
216,83.6508519404938
217,-178.00319612378922
218,10.785895626283086
219,131.2180600426939
220,0.47675284379218574
221,-118.57085152905638
222,114.90830242957648
223,59.027130983950954
224,-53.32275458640088
225,-306.1859346527348
226,-86.46019716308281
227,50.545899042449136
228,124.0614666242832
229,-42.01350553070686
230,62.664877677316134
231,-70.98567767615503
232,-168.84116394287793
233,-90.28604396572251
234,5.028109975111267
235,102.96158672546926
236,-118.43286222422076
237,97.66408801361278
238,224.18786917521064
239,232.08988791142258
240,-31.756199683263873
241,-73.85475915152772
242,-28.176482082705153
243,50.598914154820136
244,-68.5170090637558
245,-24.89765550719844
246,-86.08345410289394
247,-111.78575931114392
248,25.03397379068542
249,-111.01721375996392
250,-109.79959024144611
251,-9.499737297542156
252,62.46723957391043
253,-148.59167066699203
254,-50.986001149065004
255,-41.98986994071276
256,75.58758989352089
257,22.103752124650008
258,68.73597837707865
259,-26.344814927343535
260,-63.28851761041117
261,-138.75701993259955
262,-6.492063077936809
263,-0.40556709847421457
264,10.738402108562203
265,-165.11056087202314
266,23.80864360555723
267,196.12796383187992
268,-90.5610990132893
269,-58.85463441631988
270,-68.25871166567619
271,11.54269081398866
272,-58.04966108992095
273,-10.849178528560175
274,50.494479031849465
275,-33.74183867311238
276,16.99724577572381
277,207.24766697314277
278,84.60198686285948
279,145.6722501973627
280,61.337858680414165
281,-149.9948825614153
282,-123.20891433259857
283,-134.14593702051366
284,73.67944747313577
285,13.13507193444595
286,-112.0596285749576
287,-181.59778761057055
288,18.62733099847411
289,88.86942547134664
290,-73.19103579438521
291,-12.46112670532884
292,171.51113105217604
293,4.602995001852257
294,141.65556576133253
295,16.237713463243036
296,-106.45940002557876
297,54.7867223580735
298,22.974013308983697
299,-178.33469839877776
300,161.30663841015377
301,-83.01904651285076
302,32.63159996842643
303,51.788746148215125
304,54.26166502499837
305,69.66241578946854
306,-71.00224356019943
307,-243.69786245651008
308,-50.41604961948129
309,-85.81824675671817
310,254.58372932386382
311,154.2872872028677
312,91.69609699612329
313,65.12913393491142
314,45.421412926231895
315,34.67457858288207
316,30.485866181183635
317,-177.6059854432517
318,-155.98861128431383
319,-105.4479096370274
320,-80.16049149081442
321,62.369121247628385
322,-155.46207391466547
323,-110.71455365187884
324,-79.32202668950455
325,133.96322996812438
326,32.348610078253365
327,31.367107317590996
328,61.223751125443194
329,-12.784222747601248
330,157.92296578646364
331,-9.88497565013139
332,106.92742975653152
333,166.7515016722117
334,151.22955989816518
335,-137.487037328991
336,-35.65995165543116
337,-72.75244023466782
338,74.2182655456011
339,-66.17006028478679
340,-14.761873446360006
341,101.55546088902364
342,-4.936583834466541
343,-84.4678453373104
344,-58.01281154768214
345,124.11747922059062
346,74.3610246969313
347,7.870850663888417
348,-104.29590815286979
349,-74.15347596798343
350,-154.12138333695586
351,-97.26529950582795
352,174.18985787259615
353,80.39772162291793
354,-174.55710468204194
355,-41.7894075253595
356,-9.072624205001512
357,130.8945658012785
358,141.83851925231977
359,-84.58036623471648
360,-15.590581834886017
361,42.676070524652495
362,-114.66437465136538
363,-113.53440556300288
364,-6.555898464996648
365,67.21391500292225
366,-67.70449606761069
367,89.94951743895979
368,40.69310479243478
369,-142.96675647930445
370,71.05433896189878
371,-167.01414250230224
372,63.61341525514355
373,-71.33641560829518
374,16.83550691068712
375,-36.701629619737986
376,57.60173507518268
377,-72.82025860910072
378,-128.68501458685554
379,-47.18715811783901
380,161.843210363654
381,-94.20473593338494
382,-151.67991177391585
383,42.82193741373752
384,57.737113125999215
385,-125.82192365513407
386,112.73572015454398
387,101.08766054234643
388,43.09033945536399
389,-60.85261776009037
390,62.741111082358906
391,162.93368443985463
392,92.13926376378859
393,21.581597290872917
394,-284.9725163208142
395,-122.9895286529533
396,26.03017712048024
397,-26.787668685574726
398,50.56329833585617
399,13.329240589826517
